	PC1	PC2	line_1	line_2	pseudotime	cell_type	AC
SRR1033135	19.5868510228403	5.355109409536509	18.1694610133883	7.362404213803611	79.12803361615059	48	2
SRR1033013	19.2969087886612	7.27677289273582	18.8847138318277	7.86701276203886	80.00337148305542	24	2
SRR1033026	19.1652292747461	9.76907068426459	19.9630578787007	8.61998915270312	81.3185898407148	24	2
SRR1033030	20.6350295470191	7.81955200548344	20.0423437988113	8.675011118716071	81.4150972180065	24	2
SRR1033189	20.8015001095136	8.560698257618329	20.5023593227065	8.99371420272635	81.9747273976629	48	2
SRR1033024	21.464306517761898	8.44838415764543	20.8985125986278	9.26738911930651	82.45622026156471	24	2
SRR1033208	22.372178720824103	8.38863458243026	21.487062416593698	9.67299983007687	83.1710006032916	72	2
SRR1033116	21.7306396884192	10.682932515805	22.1239493051593	10.1110563353126	83.943993753718	48	2
SRR1033172	23.7026681565627	8.00607268546308	22.213637475515	10.172716455596	84.0528328015598	48	2
SRR1033270	23.7780105695505	8.73313541337489	22.6044238962262	10.4412245409356	84.5269747829378	72	2
SRR1033240	23.6075389936748	9.62278137479882	22.9039884722508	10.647007742931802	84.89041069397659	72	2
SRR1033155	21.8883266447539	13.9078300056659	23.7356503481412	11.2182307145301	85.89934932396909	48	2
SRR1033058	24.648812383483	10.229233940042	23.894544087099	11.327367010654399	86.09211330248091	24	2
SRR1033225	23.8297813924795	11.4849014093889	23.9240607083284	11.347640921171699	86.1279219938347	72	2
SRR1033212	24.960339333723102	9.97484907784508	23.9874759417029	11.3911985920906	86.20485548796971	72	2
SRR1033215	24.581057543584105	11.506270127753801	24.444441043051	11.7051268050319	86.75926330423	72	2
SRR1033129	25.2026888887425	10.906794637464001	24.5868599322468	11.8029757975688	86.9320567223346	48	2
SRR1033210	25.226146357172603	11.067380887751698	24.677749275297	11.865432242514201	87.0423367304743	72	2
SRR1033149	24.530801083088605	12.1997003989521	24.7339715273438	11.9040691932809	87.1105551707215	48	2
SRR1033127	24.909760017704702	11.745789683153902	24.7794866365889	11.9353491285118	87.16578251465229	48	2
SRR1033107	26.6870509652075	11.380264631744001	25.8155081956291	12.6477150080425	88.4230835196291	48	2
SRR1033079	25.538671463443798	13.4006329177892	25.979187287372	12.7602725893356	88.6217290687368	24	2
SRR1033261	26.2665914830057	13.1900043430704	26.374931679847396	13.032535857179198	89.1020840532979	72	2
SRR1033104	26.3216291137918	14.2507373787871	26.907652653661103	13.3990894480375	89.74873169375759	48	2
SRR1033117	27.0710078168432	13.6962256488567	27.1572763211065	13.5708586053211	90.0517442656797	48	2
