	PC1	PC2	line_1	line_2	pseudotime	cell_type	AC
SRR4047350	-21.8539187344659	11.489401143740801	-21.3152799737027	-11.9371877186673	74.76251216041629	MN	0
SRR4047284	-21.5214966108112	12.501264206921501	-21.6768485067602	-12.3721155112413	75.3281038761006	MN	0
SRR4047345	-23.8099757768336	10.6911186800392	-21.723792773998	-12.428490146999199	75.4014650632728	MN	0
SRR4047339	-22.6406421867952	12.103958259372199	-21.940063379105396	-12.6879450579851	75.73923691744099	MN	0
SRR4047351	-21.239231089346102	13.321819207038601	-21.9642624895028	-12.716968682667599	75.7770253777661	MN	0
SRR4047352	-24.7003429978238	10.8168250999636	-22.153093972320104	-12.9431904163609	76.071700795299	MN	0
SRR4047336	-21.673513674770604	13.362053608713902	-22.162207088485697	-12.954107343990099	76.0859214913125	MN	0
SRR4047340	-21.302527606012898	13.8102985220577	-22.230103876824398	-13.0354020063397	76.1918403092498	MN	0
SRR4047309	-20.898392172769	14.229676447106	-22.270176815953498	-13.0833680146349	76.25434293641241	MN	0
SRR4047301	-21.871573609194304	13.468819135752803	-22.2959428756772	-13.1142021985623	76.2945254790417	MN	0
SRR4047318	-21.5741099915356	14.0896637042936	-22.478935415591696	-13.333068732279699	76.57981275398721	MN	0
SRR4047343	-23.500721458937303	12.5349358325834	-22.5066220797716	-13.3661797078795	76.6229739411648	MN	0
SRR4047341	-23.048547659407703	13.0632720229393	-22.5806910425662	-13.454724908871802	76.73841424551401	MN	0
SRR4047287	-24.439142468726	11.9157303768242	-22.5885462888443	-13.4641133412482	76.7506554691692	MN	0
SRR4047321	-20.8549617364923	14.918388416060697	-22.590414048596898	-13.4663456501424	76.7535660927265	MN	0
SRR4047288	-23.7392114733535	12.531256490023502	-22.603260762403302	-13.4816997841263	76.7735857701968	MN	0
SRR4047322	-21.4071719551898	14.554043410706301	-22.638422693846803	-13.523723531886699	76.82837953625359	MN	0
SRR4047346	-24.5002698437307	12.303759032011099	-22.8050954172859	-13.7228427243927	77.0880490368939	MN	0
SRR4047344	-24.2429361050975	12.5726206219717	-22.831398407936202	-13.7542631101872	77.12902571270621	MN	0
SRR4047302	-23.9659882620695	13.7495167518014	-23.296944893414302	-14.310015841669701	77.8540047666735	MN	0
SRR4047353	-24.088316690331897	13.890581862896699	-23.417030880033803	-14.453331845352302	78.0409810247758	MN	0
SRR4047299	-23.781560567600604	14.2366240084655	-23.460790307036902	-14.5055310160848	78.1090959341334	MN	0
SRR4047279	-23.470162505778603	14.6404475513938	-23.5310784101197	-14.589370644173698	78.218501147323	MN	0
SRR4047283	-21.6329153599053	16.5179763365745	-23.6966073541035	-14.786732543136	78.4760890943593	MN	0
SRR4047290	-23.4748249550942	15.160038187528698	-23.7888067954814	-14.896636907710302	78.61954538157909	MN	0
SRR4047300	-23.9826296618323	15.0296955195265	-23.9344396011396	-15.0701554250865	78.84607924208629	MN	0
SRR4047280	-23.6257708898396	15.799641191335098	-24.165957715644897	-15.345824545913999	79.20607104966241	MN	0
SRR4047311	-23.5835170697737	16.1355879996698	-24.3137577713869	-15.521742480946	79.4358360956186	MN	0
SRR4047285	-25.3640268963636	16.0325682850781	-25.0006600350245	-16.3382966514069	80.5028859693769	MN	0
SRR4047338	-26.6415130413588	15.5164061505082	-25.2762260097185	-16.6657490645831	80.930859904686	MN	0
