cell	PC1	PC2	line_1	line_2	pseudotime	cell_type	sex	AC
SRR2727056	-23.2235511414574	23.155282365473	-35.7685075680294	15.8831201525739	5.964129982067009	ES2i	male	0
SRR2727067	-31.889904388982	18.0864693693853	-35.74889563440279	15.8492903252066	6.00323350058225	ES2i	male	0
SRR2727083	-34.1486139272829	16.691029926441	-35.7115176250405	15.784822012128501	6.07775382650095	ES2i	male	0
SRR2727087	-26.5071980756001	21.0872328870503	-35.696560856019	15.7590266187744	6.10757172813493	ES2i	male	0
SRR2727152	-35.427791719889605	15.7254090645541	-35.6143132379047	15.6172221524074	6.271502132170019	ES2i	female	0
SRR2727111	-30.8718746636758	18.3644860554402	-35.6128101944451	15.614630804321301	6.2744978331806385	ES2i	female	0
SRR2727126	-40.6300877765448	12.5121694245066	-35.5299290750159	15.471792650482499	6.4396402509597	ES2i	female	0
SRR2727080	-33.4463445194431	16.6779792604494	-35.5286623455143	15.4696097640146	6.44216405700654	ES2i	male	0
SRR2727078	-30.905258638758106	18.1149389107519	-35.5123253383978	15.4414570828656	6.47471357708597	ES2i	male	0
SRR2727136	-37.8995403656316	14.0286849868275	-35.5005777967189	15.4212174634328	6.4981154344969	ES2i	female	0
SRR2727135	-40.5229541717146	12.478318973316501	-35.488717801458	15.4007868513575	6.521738926985531	ES2i	female	0
SRR2727074	-36.52773635792671	14.7492325192032	-35.4677363170523	15.3646457490784	6.56352890140303	ES2i	male	0
