exon	frequency	size	mean_expression	read_counts	psi_mean	psi_binary
Pbrm1_1	0.3960038627411384	0.6591225712709222	0.6117382902652063	0.27689631594726183	0.20350656288156288	1.3862943611198908
Pbrm1_12	0.3960038627411384	0.6591225712709222	0.6117382902652063	0.12493873660829992	0.09999999999999998	1.9924301646902063
Pbrm1_3	0.3960038627411384	0.6591225712709222	0.6117382902652063	0.08821592958356005	0.1777777777777778	1.8718021769015918
Pcm1_1	0.16584932083896697	0.8623372281271543	0.5636746310794465	0.20265028757514922	0.24593495934959342	1.9740810260220096
Pdss1_2	0.18629636175637113	0.8617988868284361	1.211156033549867	0.97129256877052	0.2920696160771783	0.3429447511268303
Pex5_3	0.19425594167222163	0.6786321828190985	0.7616418654658418	0.4432277377137869	0.17561973681376664	0.7156200364120041
Pfkfb2_3	0.17522456798243496	0.33743696593008393	0.2091894842084982	0.05158703422139899	0.16666666666666663	1.3862943611198908
Pgap2_12	0.12292902509203502	0.4649991961372964	0.9559460365710692	0.10696536559639905	0.2543859649122807	2.8903717578961636
Phactr4_2	0.2046180769747633	0.32768518986684475	0.4138492272433015	0.14500871938363402	0.05654761904761907	2.564949357461537
Phc1_1	0.3411767680296373	1.1533255681093681	1.0622587747885905	0.5145836462494551	0.04910938059434311	0.39465419200394863
Phc1_2	0.3411767680296373	1.1533255681093681	1.0622587747885905	0.6613948035501013	0.1623163873163873	0.1910552367627094
Phc3_nmdSE_1	0.17104463204590353	0.3231688677414329	0.2410622103710492	0.10080505689158058	0.13888888888888884	2.8332133440562157
Phc3_nmdSE_2	0.17104463204590353	0.3231688677414329	0.2410622103710492	0.08821592958356005	0.06666666666666665	1.7917594692280545
Picalm_2	0.23085145094036233	0.515022123017364	0.7054653013418104	0.2664308822690969	0.18772189349112423	1.7047480922384253
Pigv_1	0.18103246889046076	0.353238873745645	0.39280580158375733	0.24023433022111634	0.0870535714285714	1.6863989535702288
Pigx_nmdSE_1	0.1492184150115561	0.6880627925839002	1.1134551072244336	0.441815396690529	0.24950949268596329	1.3862943611198908
Pkp4_12	0.2532470266139367	0.40033519672521656	0.6761214857543588	0.31828900110548686	0.018185550082101765	1.9859154836690123
Plagl1_1	0.21633621132839906	0.3735579956599164	0.7561579102307179	0.13652060915811512	0.19028571428571428	2.442347035369205
Plekha4_1	0.0667883983700144	0.6562072243903849	0.9420341683595718	0.5412643258850975	0.21465194982992536	0.5978370007556204
Plekha4_4	0.0667883983700144	0.6562072243903849	0.9420341683595718	0.2970997020355488	0.16322437252669808	1.3291359472799418
Plekha4_5	0.0667883983700144	0.6562072243903849	0.9420341683595718	0.2990692948984533	0.09839234839234845	1.2039728043259361
Plekha4_6	0.0667883983700144	0.6562072243903849	0.9420341683595718	0.5240509308283885	0.2358886181227623	0.5020919437972362
Pml_3	0.29179433159409784	0.7159305514269557	0.9248915780356767	0.687070781036311	0.17986040045840723	0.3327057538257363
Pnpla6_2	0.27298317492515595	0.6276194839171093	0.8231631624696969	0.06526673151259157	0.30000000000000004	2.0794415416798353
Pou2f1_1	0.09052274018689861	1.2982997958342426	0.9577477835835276	0.06526673151259157	0.02777777777777779	2.3978952727983702
Pou2f1_2	0.09052274018689861	1.2982997958342426	0.9577477835835276	0.4887031272694776	0.1314025978529022	0.8842024173226547
Pphln1_4	0.27529344902911707	0.339021406777637	0.4155205656480799	0.3330749221614802	0.2706349206349207	2.1400661634962708
Pphln1_6	0.27529344902911707	0.339021406777637	0.4155205656480799	0.3294253672234464	0.15879120879120884	1.0986122886681098
Ppip5k1_3	0.07516904109877957	0.46119647934457997	0.5472319030830204	0.15879700386926732	0.1376811594202898	2.351375257163477
Ppm1b_1	0.3773093443123436	0.574589444148685	0.7491691526986798	0.3068595393247051	0.030413154097364614	1.3217558399823195
Ppp3cb_1	0.057954414712551285	1.2745971459614807	0.6037757254544877	0.24693309256981857	0.22111111111111104	1.8718021769015918
Ppp4r1l-ps_6	0.026551297788056656	0.8138005566137273	0.35378410009902883	0.1505766736225763	0.2947845804988662	1.4469189829363254
Ppp4r1l-ps_8	0.026551297788056656	0.8138005566137273	0.35378410009902883	0.15879700386926732	0.21153846153846156	3.2188758248682015
Ppp6r3_2	0.6424403751720296	0.42275210383728257	0.7858047954975987	0.36121720164729776	0.23432165318957787	1.1239300966524
Pramef8_2	0.16366794076172422	0.4397774803924196	0.44976606134345865	0.16952086926104046	0.058058608058608074	1.4350845252893227
Prc1_3	0.19018426239236433	0.9703905808164693	1.3284402903710877	0.7044133367824036	0.29195695467010374	0.6603573577369544
Prc1_4	0.19018426239236433	0.9703905808164693	1.3284402903710877	0.6605407334972617	0.007593105412951551	0.0454623740767572
Prc1_6	0.19018426239236433	0.9703905808164693	1.3284402903710877	0.5446266225390504	0.1827044322491721	0.8109302162163288
Prmt1_3	0.5844614790398074	0.9351800802294115	1.362409941018656	0.5501732430389167	0.21091845890607513	0.26469255422708216
Prmt1_6	0.5844614790398074	0.9351800802294115	1.362409941018656	0.5133855917465082	0.273024723024723	0.49643688631389105
Prpf39_2	0.046838102030467094	1.46850791077752	0.677620761806036	0.2424787511435686	0.05362103174603178	1.6094379124341007
Prpf39_nmdSE_1	0.046838102030467094	1.46850791077752	0.677620761806036	0.45160666928655746	0.11155437793368833	0.7621400520468965
