	SRR4047452	SRR4047453	SRR4047431	SRR4047415	SRR4047430	SRR4047450	SRR4047404	SRR4047426	SRR4047425	SRR4047424	SRR4047441	SRR4047410	SRR4047448	SRR4047440	SRR4047446	SRR4047406	SRR4047422	SRR4047435	SRR4047451	SRR4047434	SRR4047408	SRR4047437	SRR4047454	SRR4047405	SRR4047445	SRR4047444	SRR4047414	SRR4047399	SRR4047443	SRR4047449	SRR4047396	SRR4047400	SRR4047398	SRR4047442	SRR4047457	SRR4047419	SRR4047417	SRR4047401	SRR4047403	SRR4047412	SRR4047420	SRR4047423	SRR4047436	SRR4047455	SRR4047428	SRR4047411	SRR4047429	SRR4047427	SRR4047397	SRR4047447	SRR4047456	SRR4047438	SRR4047402	SRR4047433	SRR4047416	SRR4047418	SRR4047421	SRR4047458	SRR4047439	SRR4047432	SRR4047409	SRR4047407	SRR4047297	SRR4047296	SRR4047335	SRR4047282	SRR4047281	SRR4047356	SRR4047348	SRR4047372	SRR4047375	SRR4047366	SRR4047383	SRR4047380	SRR4047246	SRR4047382	SRR4047361	SRR4047386	SRR4047373	SRR4047251	SRR4047368	SRR4047376	SRR4047357	SRR4047245	SRR4047355	SRR4047266	SRR4047277	SRR4047258	SRR4047269	SRR4047247	SRR4047264	SRR4047253	SRR4047268	SRR4047276	SRR4047250	SRR4047256	SRR4047248	SRR4047377	SRR4047395	SRR4047270	SRR4047272	SRR4047265	SRR4047273	SRR4047275	SRR4047384	SRR4047257	SRR4047267	SRR4047259	SRR4047262	SRR4047249	SRR4047381	SRR4047365	SRR4047252	SRR4047274	SRR4047261	SRR4047387	SRR4047374	SRR4047388	SRR4047360	SRR4047364	SRR4047358	SRR4047363	SRR4047255	SRR4047392	SRR4047379	SRR4047271	SRR4047370	SRR4047367	SRR4047354	SRR4047369	SRR4047378	SRR4047391	SRR4047385	SRR4047394	SRR4047254	SRR4047291	SRR4047371	SRR4047393	SRR4047333	SRR4047342	SRR4047389	SRR4047292	SRR4047329	SRR4047313	SRR4047326	SRR4047293	SRR4047307	SRR4047328	SRR4047324	SRR4047305	SRR4047306	SRR4047304	SRR4047327	SRR4047334	SRR4047312	SRR4047337	SRR4047320	SRR4047317	SRR4047289	SRR4047347	SRR4047303	SRR4047294	SRR4047319	SRR4047316	SRR4047330	SRR4047314	SRR4047308	SRR4047298	SRR4047349	SRR4047286	SRR4047325	SRR4047310	SRR4047350	SRR4047284	SRR4047345	SRR4047339	SRR4047351	SRR4047352	SRR4047336	SRR4047340	SRR4047309	SRR4047301	SRR4047318	SRR4047343	SRR4047341	SRR4047287	SRR4047321	SRR4047288	SRR4047322	SRR4047346	SRR4047344	SRR4047302	SRR4047353	SRR4047299	SRR4047279	SRR4047283	SRR4047290	SRR4047300	SRR4047280	SRR4047311	SRR4047285	SRR4047338
ABHD14A_5																																						1.0																					1.0																1.0			1.0				1.0		0.0		1.0			0.0				1.0		1.0																									0.0								0.0		1.0											1.0												1.0								1.0	1.0						1.0							1.0			1.0								1.0						0.6615384615384615	0.5308641975308642	1.0				1.0			1.0	1.0
ABHD18_10					1.0		1.0	1.0		1.0		1.0								1.0							1.0							1.0		1.0																				0.0		0.0									1.0						1.0																												1.0													1.0																												1.0																																																								1.0				
ABHD18_6	1.0	1.0	1.0				1.0			0.9709302325581396		1.0								1.0	1.0		1.0	1.0									1.0	1.0					1.0					1.0			1.0																				0.0																											1.0																		1.0																						0.9652173913043478																									1.0	1.0									1.0					1.0			1.0			1.0																						
ABHD5_1	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0			1.0						1.0	1.0		1.0	1.0		1.0						1.0		1.0			1.0	1.0							1.0														1.0		0.0					1.0							1.0	1.0					1.0												1.0															1.0							1.0										1.0																											1.0																																													1.0								
ABHD5_3	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0			1.0						1.0	1.0		1.0	1.0	1.0	1.0						1.0		1.0			1.0	1.0							1.0												1.0		1.0		0.0					1.0							1.0	1.0					1.0												1.0															1.0							1.0										1.0																					1.0						1.0																																													1.0								
ABI1_1		0.0	0.0			0.0	0.0	0.16293929712460065	0.0					0.0	0.0	0.0	0.0	0.0		0.0								0.0	0.0	0.0	0.0024213075060532693		0.0	0.0		0.0		0.0						0.0						0.0			0.0	0.0					0.0		0.0012970168612191958				0.9900497512437813					0.0							0.0			1.0			1.0			1.0			1.0		1.0	0.0				1.0							1.0		1.0				0.0			0.0			1.0				1.0					1.0			1.0				1.0							1.0		1.0	1.0	1.0				1.0									1.0		1.0													1.0			1.0			1.0					1.0						1.0	1.0		1.0										1.0	1.0	1.0
ABI1_9		1.0	1.0				0.0	0.7759999999999999	1.0					1.0		1.0	0.0	1.0		0.0							1.0			0.9886363636363636	0.0		0.0	1.0		1.0		1.0						0.0					0.3561643835616438	0.5945017182130584	0.0	0.0	1.0	1.0					1.0		0.5808656036446469			1.0	0.0					1.0							1.0	1.0		1.0							1.0					0.0				0.0							1.0		1.0				0.010526315789473684			1.0	1.0		1.0				0.8639455782312925					0.0			1.0				0.5485611510791367			1.0				1.0		0.0	1.0	1.0				0.0									1.0		0.0													0.7472283813747228			0.7652060170045781								0.0						0.0	0.0		0.0										1.0	0.0	0.0
ABI2_1		0.905940594059406	0.9516129032258064			0.0		0.0	1.0					1.0	1.0	1.0		1.0			1.0		0.059633027522935776	0.05				0.0	0.0		1.0										0.0			1.0												0.5107296137339056		0.4686924493554328	1.0								1.0									1.0			0.0		1.0	1.0			1.0								1.0						0.0			1.0			1.0	0.0	0.5363321799307958			1.0	1.0			0.0035587188612099642	0.0		1.0									0.271523178807947					0.0	1.0							0.02564102564102564			1.0																																								0.0															0.9945945945945946					
ABI2_10		0.0	0.0			0.0		0.0	0.0					0.0	0.0						0.0		0.040816326530612235	0.03883495145631068				0.0	0.0		0.0		0.0								0.0			0.0												0.0		0.0	0.0								0.0									0.0			0.0			0.0			0.0					0.0			0.0			0.0				0.0		0.0			0.0		0.0			1.0				1.0			0.0									0.0					1.0	0.0							0.059829059829059825			0.0																																								1.0															1.0					
ABI2_14		1.0	1.0					1.0	1.0					1.0	1.0						1.0						1.0	1.0	1.0		1.0		1.0	1.0		1.0			1.0		1.0			1.0												1.0		1.0	1.0			1.0					0.0									1.0			1.0																	1.0				1.0		1.0		0.0	1.0		1.0			1.0	1.0			1.0			1.0									1.0						1.0							1.0			1.0																																				1.0					0.0			1.0							1.0								1.0	1.0
ABI2_2		0.0	0.0			0.0		0.0	0.0					0.0	0.0						0.0		0.06930693069306931	0.08755760368663594				0.0	0.0		0.0		0.0	1.0							0.0			0.0												0.0		0.0	0.0								0.0									0.0			0.0			0.0			0.0					0.005813953488372093			0.0			0.0				0.0		0.0			0.0		0.0064516129032258064			1.0				1.0			0.034981905910735835									0.0					1.0	0.0							0.15708812260536398			0.0																																				1.0				1.0	1.0									1.0	1.0				1.0				1.0	
ABI2_3		0.0	0.0											0.0	0.0													0.0	0.0		0.0		0.0	0.0		0.0			0.0					0.0												0.0		0.0									0.0									0.0			0.0			0.0																		0.0		0.0			0.0		0.0										1.0									0.0						0.0							0.1917808219178082			0.0																																		1.0		0.9731958762886598					1.0			0.9705882352941176					1.0		1.0		1.0			1.0				
ABI2_5		0.0	0.0																									0.0	0.0		0.0			0.0					0.03333333333333333					0.0												0.0		0.0									0.0									0.11864406779661014			0.0			0.0	0.0						1.0			1.0			0.0					0.0		0.0		0.0	0.0		0.0			0.0							0.0		0.0				0.0			0.0						1.0							0.0			0.0																																				0.0					0.0			0.0					0.0											
ABI2_8		1.0	1.0			1.0		1.0	1.0					1.0	1.0						1.0		1.0	1.0				1.0	1.0		1.0		1.0			0.0			0.0		1.0			1.0												1.0		1.0	1.0								0.9951338199513382									1.0			1.0			1.0			1.0					1.0			1.0			1.0				1.0		1.0			1.0		1.0										1.0									1.0						1.0							1.0			1.0																																																												
ABLIM1_2		0.0	0.0			0.0	0.0	0.0			0.0		0.0	0.7894736842105263	0.0		0.0		0.0	0.0	0.0	1.0			0.1377551020408163			0.0	0.0	0.0			0.0				0.16363636363636366								0.0	0.0			0.0	0.0						0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0684931506849315														0.0	1.0					1.0																			0.0051813471502590676	1.0					1.0		0.0		1.0	0.0			1.0								0.0	1.0	0.03827751196172249	0.0		1.0									0.0		0.0												1.0								0.4147909967845659				1.0			0.00015701051970482018			0.0		0.0	0.40200286123032897	1.0		0.0				0.0		0.9891304347826086	0.0	0.0	0.0	0.0		0.0005162622612287042	1.0			0.03311258278145696	1.0			1.0	0.1174496644295302		0.7014925373134329	0.0
ABLIM1_3		1.0	1.0			1.0	1.0				1.0		1.0	1.0	1.0		1.0		1.0	1.0	0.0	1.0			1.0			1.0	1.0	1.0			1.0			1.0	1.0								0.0	1.0			1.0	1.0						1.0	1.0	1.0	1.0			1.0	1.0	1.0	0.9405940594059404										1.0				1.0	0.5211267605633803																								0.995850622406639	0.0					1.0		0.0		1.0	0.0			1.0									1.0	0.9134396355353076		1.0	1.0									0.0		0.0												1.0								0.0				0.0			0.0			0.0		0.0	0.0	0.0		0.7869822485207101				0.25773195876288657		0.0	0.0	0.8181818181818182	0.0	0.0		0.0	1.0			0.9016393442622952	1.0			1.0	0.0		0.2727272727272727	0.2112676056338028
ABLIM1_6		1.0	1.0			1.0	1.0				1.0		1.0	1.0	1.0		1.0		1.0	1.0	0.0	1.0			1.0			1.0	1.0	1.0			1.0			1.0	1.0								0.0	1.0			1.0	1.0						1.0	1.0	1.0	1.0			1.0	1.0	1.0	0.88										1.0				1.0	0.6936936936936937																								0.9903846153846154	0.0					1.0		0.0		1.0	0.0			1.0									1.0	0.9607438016528924	1.0	1.0	1.0								1.0	0.0		0.0												1.0								0.0				0.0			0.0			0.0		0.0	0.0	0.0		0.9069767441860463				0.3872340425531915		0.0	0.0	0.9130434782608696	0.0	0.0		0.0	1.0			0.9487179487179488	1.0			1.0	0.0		0.3939393939393939	0.3636363636363637
ABLIM1_8	1.0	1.0	1.0	1.0			0.004878048780487805	0.8888888888888888		1.0			1.0	1.0	0.0		0.35528596187175043		1.0	0.0	1.0	1.0			1.0			1.0	1.0	0.0			1.0				1.0	1.0							0.0	1.0			1.0	1.0							1.0					1.0		1.0	1.0														1.0	1.0					1.0													1.0						1.0	1.0					1.0		1.0		1.0	0.0			1.0								1.0	1.0	1.0	0.0		1.0			1.0					1.0	1.0		1.0																				1.0				1.0			1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0				1.0		1.0		1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0				1.0			1.0
ACAD10_5		1.0	1.0																			0.0												0.0																0.0															0.0					0.0												0.0																					0.0	0.0																									0.0		1.0										0.0																																												0.0																	
ACAD8_4		1.0	1.0		0.7068965517241379	1.0	1.0	0.5					0.0		1.0		1.0			1.0	1.0		1.0	1.0				1.0	1.0		1.0													1.0	1.0				1.0								1.0					0.0													1.0																																					1.0													1.0																	1.0																				1.0											1.0		1.0							0.0																				1.0
ACADM_3	1.0	0.6053691275167785	0.5799086757990868		1.0	0.958005249343832	0.9830985915492958	0.7634408602150538	1.0	1.0	1.0	1.0		0.34	0.5207547169811321	1.0	1.0	1.0	1.0	0.9828510182207932	0.5053763440860215		0.7085610200364298	0.6504629629629629	1.0			1.0	1.0	1.0	0.0		1.0			1.0	1.0	1.0	0.726027397260274	0.7307692307692307	0.9338842975206612	1.0	0.7532065457762053	0.0	0.6734693877551021	0.08312342569269521	1.0	0.0	0.6470588235294118	1.0			0.0	0.03225806451612903	1.0	0.0		0.0	1.0	0.8378378378378378		0.8962962962962963	0.0	0.4051282051282051	0.6551724137931034	1.0	1.0	1.0	1.0			0.0		0.3564614050303556	1.0	1.0		0.13416320885200553	0.11147811725846407	1.0		0.9465648854961832	1.0	1.0	0.4259259259259259	0.2380952380952381	0.9910313901345292		0.3554083885209713	0.06524317912218268	1.0	0.0	0.5194805194805194	1.0	0.15723270440251572	1.0	0.9032258064516128		0.4780835881753313	0.1864406779661017		1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		0.5044955044955045	1.0	1.0			0.0	1.0	0.2195121951219512	1.0	1.0	0.12359550561797752	0.5120772946859904		1.0	1.0			1.0	1.0	0.0	1.0	1.0	0.0								1.0							0.0029850746268656717	0.0			1.0		0.0		0.3684210526315789	1.0			0.00019688915140775746	0.002386634844868735	1.0		0.009523809523809523	0.0				0.9987812309567335	1.0			1.0	0.0	1.0		1.0		1.0	0.1020408163265306	1.0	0.0	0.92	0.9250645994832042		0.0	0.6536312849162011	0.8891257995735607	0.23305785123966946	0.9916666666666668			0.2090395480225989
ACADM_5	1.0	0.4442344045368621	0.4140127388535032		1.0	0.9183673469387756	0.9685863874345548	0.5925925925925926	1.0	1.0	1.0	1.0		0.1951219512195122	0.369727047146402	1.0	1.0	1.0	1.0	0.9676113360323888	0.3633217993079585		0.5518207282913166	0.5065359477124183	1.0			1.0		1.0	0.0		1.0			1.0	1.0	1.0	0.5698924731182796	0.6132596685082873	0.8840579710144928	1.0	0.6362451108213821	0.0	0.5339805825242718	0.0395778364116095	1.0	0.0	0.49	1.0			0.0	0.0	1.0	0.0		0.0	1.0	0.7391304347826086		0.8133333333333334	0.0	0.275	0.4957983193277311	1.0	1.0	1.0	1.0			0.0		0.20895522388059698	1.0	1.0		0.07941176470588235	0.06516072980017376	1.0		0.9119496855345912	1.0	1.0	0.4259259259259259	0.1292517006802721	0.9833333333333332		0.3393665158371041	0.033128834355828224	1.0	0.0	0.4032258064516129	1.0	0.10666666666666667	1.0	0.8342541436464088		0.31733333333333336	0.12727272727272726		1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		0.34993446920052423	1.0	1.0			0.0	1.0	0.09090909090909093	1.0	1.0	0.07418397626112759	0.5061124694376528		1.0	1.0			1.0	1.0	0.0	1.0	1.0	0.0								1.0							0.0029850746268656717	0.0			1.0		0.0		0.1111111111111111	1.0			0.0	0.002386634844868735	1.0		0.005355776587605203	0.0				0.9975490196078431	1.0			1.0	0.0	1.0		1.0		1.0	0.043478260869565216	1.0	0.0	0.8666666666666667	0.8681818181818182		0.0	0.6536312849162011	0.8095238095238095	0.13594040968342644	0.9823008849557522			0.1139240506329114
ACADSB_1	1.0	1.0	1.0	1.0	1.0				1.0	1.0		1.0		1.0		1.0		1.0	1.0		1.0	0.0			1.0	1.0						1.0			1.0	1.0	1.0	1.0	1.0														1.0	1.0						1.0	0.0									0.0															1.0												1.0																							1.0									1.0										1.0																							1.0								1.0			1.0		1.0																			1.0					1.0			1.0
ACAP2_1	0.0				0.0					0.00189753320683112						0.0		0.0					0.0	0.0															0.0							0.0			0.0	0.0																																1.0				0.0								0.0	0.9838709677419356	1.0						0.0																																					0.0									0.0						0.0																1.0			1.0				0.0				0.0																				0.0	
ACAP2_2	0.0			0.0		0.0				0.0						0.0		0.0																					0.0											0.0																																															0.634703196347032						0.0																		0.0																		0.0									1.0																								1.0																														1.0
ACAP2_3	0.0			0.8571428571428571	0.0	0.0			0.0	0.0			0.0		0.0	0.0	0.0	0.0				0.0	0.0	0.0						0.0	0.0								0.0		0.0			0.0		0.0			0.0	0.0	0.0	0.0			1.0				0.0					0.0		0.0			0.0	0.0			0.22666666666666666															1.0											0.0															0.0		0.0												0.0																																		0.0													0.0																							0.0			0.0	
ACAP2_4	0.0				0.0	0.0				0.0						0.0		0.0					0.0	0.0															0.0							0.0			0.0	0.0																																				0.0								0.0	0.0	0.0						0.0																																					0.0															0.9940652818991098																							1.0				1.0																				1.0	
ACBD5_1		0.19550561797752808	0.2262773722627737										1.0	1.0	0.0																															0.0																0.0				0.0			0.0		0.0								0.0					0.0										0.0	0.0		0.0											0.0						0.0													0.0																														1.0																																				1.0									1.0
ACD_2	1.0	1.0	1.0	1.0		1.0		1.0		1.0							1.0								1.0	1.0		1.0	1.0		1.0	1.0		1.0	1.0		1.0	1.0	1.0			1.0		1.0	1.0		1.0		1.0	1.0					1.0									1.0				1.0																			0.0	1.0			1.0		1.0			1.0							1.0					0.0		1.0			1.0															1.0						1.0																						1.0																	1.0																													
ACER3_2					0.0			0.0					0.0																												0.0				0.0				0.0				1.0	1.0																												1.0												0.0			0.0																																						0.0																																																						0.0													
ACER3_6					1.0			1.0					0.9532467532467532						1.0		0.9708029197080292																				1.0	0.0			1.0				1.0				0.0	0.0																					0.0							0.0												1.0			1.0																																						1.0																							0.0			1.0																												1.0													
ACIN1_3		1.0	1.0			1.0													0.5609756097560976											1.0								1.0	1.0	1.0	1.0	0.13157894736842105	1.0				1.0									1.0		1.0				1.0						1.0									1.0															0.0				0.0			0.0					1.0															1.0							1.0								0.0			0.9904306220095692		0.0																							0.0													0.0			0.08053691275167785								0.06493506493506493												1.0			0.0	
ACIN1_4	0.0	0.0	0.006211180124223602	0.0	0.0	0.0075187969924812035	0.24584717607973425	0.30268199233716475	0.07200000000000001	0.0	0.0	0.0	0.9104477611940298	0.8552631578947368	0.9268292682926829	0.0		0.0	0.0	0.26813880126182965	0.7299035369774921	0.0	0.9653379549393414	0.9539473684210528	0.0		0.0	0.0	0.0	0.2427184466019417	0.0		0.4131054131054131	1.0			0.0	0.0	0.41025641025641024		0.0	0.0		0.0	0.0	0.0		0.0	1.0	0.7623762376237624	0.3743574236468098	0.3618290258449304	0.0	0.0					0.15476190476190474	0.3716012084592145		0.013513513513513514	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0		0.0			0.0		1.0	1.0			1.0	0.0	0.6008583690987125	1.0	0.0	0.0		0.0		0.0	0.0	1.0		0.0	1.0			1.0	0.2608695652173913			0.07518796992481203	0.0			0.0		0.6	0.9847328244274808	0.0							1.0			0.9649122807017544		0.0	1.0	0.9382080329557158	0.0			1.0	1.0	0.0							0.0	0.0	0.0	1.0	0.0		0.0		0.0						1.0			1.0			1.0					1.0				0.0				0.0											1.0						0.0		0.0	1.0			1.0	1.0		1.0		0.0		0.0	0.38461538461538464
ACIN1_nmdSE_1		0.0	0.0	1.0		0.0					0.8048780487804879								0.0		0.0				0.0					0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0													0.0											0.0								1.0	0.0							0.0												0.0								0.2258064516129032																							0.0						1.0				0.0		0.0																			0.0				0.0										0.0			0.0			0.0								0.0															0.0	
ACLY_19	0.03167420814479638	1.0	1.0	0.08695652173913042		0.125	0.008403361344537815	0.12149532710280375		0.06072874493927125		0.0	0.16293929712460065	1.0		1.0	1.0	1.0	0.0	0.008403361344537815	1.0				0.8157894736842105	0.6412556053811659		0.9639639639639641	0.9555555555555556	0.8594594594594595	1.0	0.6354166666666666			0.6271929824561403	0.6228070175438597	0.8248175182481752	0.7659137577002053	1.0		0.0	1.0			1.0			1.0	1.0	0.34306569343065696	1.0		1.0	1.0	1.0	0.4672897196261682		0.5629067245119306	0.6719242902208202			1.0	1.0			0.0			0.0		0.0				1.0			0.0	1.0			0.0	1.0	0.0	0.0	1.0														1.0	1.0										1.0		0.0					1.0											0.00398406374501992		0.0			0.0		0.9931972789115646	0.0			1.0																0.0			0.0	0.0																1.0																	1.0						0.0			
ACO2_3		1.0	1.0		1.0			1.0					1.0	1.0					1.0			1.0	1.0	1.0				1.0	1.0		1.0			1.0	1.0									1.0		1.0	1.0	0.2525252525252525	1.0	1.0	1.0	1.0					1.0		1.0							1.0			1.0	1.0				1.0						1.0							1.0	1.0											1.0			1.0			1.0	1.0	1.0			1.0										1.0									1.0						1.0			1.0	1.0	0.0										1.0																																	1.0													1.0	1.0				1.0	
ACOT8_5		0.013333333333333334		1.0			1.0	1.0								1.0	1.0	1.0		1.0											1.0		1.0					1.0						1.0	1.0	1.0			0.7073170731707317										1.0	0.0																		1.0	1.0				1.0							1.0	1.0														1.0																																	1.0											1.0																																										1.0				1.0	1.0	1.0				1.0	
ACOT9_1		1.0	1.0	1.0	1.0	1.0	1.0	0.8674698795180723	0.8360655737704918		1.0	1.0	1.0	1.0	0.4970059880239521	0.0	1.0	0.0	1.0	1.0	1.0		1.0	1.0	1.0			1.0	1.0	1.0			0.9705882352941176			1.0	1.0	1.0	1.0						1.0		1.0	1.0	1.0	1.0			1.0	1.0		1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0					0.0	0.4155844155844156					1.0				1.0													1.0		1.0			1.0	1.0								1.0					1.0			1.0				1.0					0.9931682322801024											1.0			1.0								1.0																													0.7308868501529052													0.0	0.0									1.0
ACOT9_2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8980891719745223	0.9347826086956522	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0				1.0			1.0	1.0	1.0	1.0						1.0		0.6774193548387096	1.0	1.0				1.0	1.0		1.0		1.0	1.0		1.0	1.0	1.0	0.5609756097560976	0.9960552268244576	1.0	1.0		1.0					1.0	1.0					1.0				1.0	1.0											1.0	1.0					1.0	0.0								1.0					1.0			1.0				1.0					0.3414905450500556											1.0			1.0																																					1.0																							1.0
ACP1_1	0.9934426229508196	0.9319371727748692	0.9416058394160584	0.61	1.0	0.7914338919925512	0.9815668202764976	1.0	1.0	0.995049504950495	1.0	0.7846153846153846	0.8637992831541219	0.6296296296296297	1.0	0.7991886409736308	1.0	0.8034638554216867	0.991218441273326	0.9903225806451612	0.9673202614379084	0.7875	0.986013986013986	0.9736346516007532	0.9791183294663574	0.703125	1.0	1.0	1.0	0.8181818181818182	0.946938775510204	0.6141479099678456	0.8459069020866774	0.6282940360610264	0.6784073506891272	0.6370370370370371	0.9689119170984456	1.0	1.0	1.0	0.7798165137614679	1.0	1.0	0.9581564584596726	1.0	0.8333333333333334	1.0	1.0	0.7533206831119544	0.4593993325917686	0.7361111111111112	0.7741935483870968	1.0	1.0		0.8503225806451613	0.8145922746781116	0.8364870720785786	0.919843597262952	0.3877551020408163	0.9953161592505856	0.07453416149068323	0.04089219330855018	0.926530612244898	0.5598705501618123	1.0		1.0	1.0			1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0		0.6608187134502924		1.0	0.8156028368794326	0.3877551020408163	1.0	0.6989247311827957		0.3133047210300429	1.0	1.0	0.9473684210526316	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0			0.9248826291079812	1.0	1.0		1.0						0.0			1.0	1.0			1.0	1.0					0.3233082706766917		1.0	0.9642857142857144	0.9439252336448598	1.0	0.8278829604130808								1.0		1.0		1.0	1.0	1.0		1.0	1.0	1.0		1.0							1.0					1.0	1.0	1.0	0.9644059644059644	1.0		0.9223300970873788	1.0	1.0	1.0			1.0	1.0		0.987878787878788			1.0	1.0	1.0				1.0	1.0	1.0		1.0
ACP1_2	0.23919915700737615	0.4972826086956522	0.4641148325358852	0.3218390804597701	0.3592814371257485	0.3085234093637455	0.2962962962962963	0.38333333333333336	0.39	0.2306501547987616	0.6842105263157895	0.7538461538461538	0.3831775700934579	0.8628571428571429	0.3202614379084967	0.5285106382978724	0.4189873417721519	0.5249849488260084	0.30950570342205325	0.3124300111982083	0.36342042755344417	0.5824175824175825	0.2360319270239453	0.27485380116959063	0.36816816816816816	0.6717791411042945	0.9007092198581559	0.3109243697478992	0.34513274336283184	0.6829745596868885	0.29737609329446063	0.6518218623481782	0.536	0.15993537964458804	0.6505576208178439	0.954954954954955	0.33989266547406083	0.6017316017316018	0.7407407407407407	0.16814159292035402	0.6734693877551021	0.10709939148073022	0.1856060606060606	0.2649642492339121	0.2535612535612536	0.8835978835978836	0.6727272727272727	0.1936056838365897	0.04925053533190578	0.44984802431610943	0.28054298642533937	0.3237410071942446	0.6044711951848667	0.581858407079646	0.8695652173913043	0.2631578947368421	0.4351706036745407	0.23524612455806365	0.24031007751937986	0.5659824046920822	0.2226148409893993	0.9396984924623116	0.9720496894409938	0.7572692793931732	0.5619047619047619	0.4074074074074074	0.9863013698630136	1.0	0.4742729306487696	1.0	1.0	0.9806060606060606	1.0	0.8650602409638555	0.9718309859154929	1.0	0.6235955056179775	0.8221258134490239	0.5667870036101083	0.1797752808988764	1.0	1.0	0.9520239880059971	0.24354243542435425	0.0	1.0	0.9029126213592232	1.0	0.3583815028901734		0.23237597911227156	0.5504885993485342	0.6575342465753424	0.1497584541062802	0.3628691983122363		0.03448275862068965	0.10714285714285714	0.7256637168141593	0.4749034749034749	0.8235294117647058	0.2631578947368421	0.4724857685009488	0.17689530685920574	0.08823529411764706	0.2599837000814996	1.0	1.0	1.0	0.21428571428571427	1.0	1.0	0.6968838526912181	0.4423076923076923	0.6678200692041523	1.0	0.8675496688741722	1.0	0.9844357976653696	1.0	1.0				1.0	0.1264367816091954	0.5164075993091537		0.8857142857142857	0.5555555555555556	0.04265402843601896		1.0	0.9833333333333332	0.9111111111111112	0.0		0.9808429118773946	0.32338308457711445	0.7920792079207921	0.35294117647058826	0.4180704441041347								0.0	1.0	0.0		0.0		0.0		0.06752411575562701	0.3642512077294686	0.37666666666666665	1.0	0.0	1.0						0.0				0.9166666666666666	0.0	0.0	0.0	0.0005724098454493418	0.6587887740029542	1.0	0.0	0.375	0.0	0.01818181818181818		1.0	0.7185929648241206	0.2759856630824373	1.0	0.0	0.9908256880733946		0.0	0.0	0.0				0.8201058201058201	0.08260869565217391		1.0	0.4344827586206896
ACP1_5	0.9900249376558604	0.9685230024213076	0.9716312056737588	0.6470588235294118	1.0	0.7714285714285715	0.968	1.0	1.0	0.9912790697674418	1.0	0.946768060836502	0.888235294117647	0.9367088607594936	1.0	0.8186813186813187	1.0	0.826057980673109	0.9905548996458088	0.9853658536585366	0.9596774193548387	0.9145728643216079	0.9757281553398058	0.9593023255813954	0.9820895522388059	0.909307875894988	1.0	1.0	1.0	0.96	0.9395348837209302	0.8639455782312925	0.9025380710659898	0.4485596707818929	0.8900811305940853	0.8738738738738738	0.97196261682243	1.0	1.0	1.0	0.8956521739130435	1.0	1.0	0.9507845934379456	1.0	0.9893333333333332	1.0	1.0	0.3809523809523809	0.555352241537054	0.8051282051282052	0.8426966292134831	1.0	1.0	1.0	0.7871559633027523	0.8849227490676611	0.7647058823529411	0.8876712328767123	0.7440273037542662	0.9933993399339934	0.7248384118190212	0.8429701765063907	0.9874739039665972	0.7457943925233644	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	0.7121588089330024		1.0	0.921921921921922	0.6830985915492958	1.0	0.6666666666666666		0.3442622950819672	1.0	1.0	0.9705882352941176	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.975609756097561	1.0	1.0	1.0	0.9848197343453512	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		0.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0		1.0	0.9662921348314608	0.97196261682243	1.0	0.8027613412228797	1.0					1.0			1.0							1.0	1.0	1.0	1.0		1.0							1.0			1.0				0.013333333333333334	1.0	1.0		1.0				1.0	1.0	1.0	1.0		1.0								1.0	1.0		1.0	1.0
ACSL3_3				1.0	0.1320754716981132			0.0		1.0	0.0	0.0	0.8181818181818182	0.0	0.0		1.0					0.0	0.0	0.0	1.0	1.0		1.0	1.0	1.0	0.8233082706766918	1.0			1.0	0.0	1.0							0.8276530894984759	1.0		0.0	0.75							0.0		0.8918918918918919				0.027027027027027032	0.0		0.375																																0.4426229508196721							1.0				0.5			0.0																								1.0															1.0					1.0							1.0	0.0							1.0					1.0	0.0	0.15789473684210525		0.0								0.0			1.0		1.0			0.0	1.0				0.8518518518518519		0.0	0.0
