	psi_0.05	psi_0.06	psi_0.07	psi_0.08	psi_0.09	psi_0.1	psi_0.11	psi_0.12	psi_0.13	psi_0.14	psi_0.15	psi_0.16	psi_0.17	psi_0.18	psi_0.19	psi_0.2	psi_0.21	psi_0.22	psi_0.23	psi_0.24	psi_0.25	psi_0.26	psi_0.27	psi_0.28	psi_0.29	psi_0.3	psi_0.31	psi_0.32	psi_0.33	psi_0.34	psi_0.35	psi_0.36	psi_0.37	psi_0.38	psi_0.39	psi_0.4	psi_0.41	psi_0.42	psi_0.43	psi_0.44	psi_0.45	psi_0.46	psi_0.47	psi_0.48	psi_0.49	psi_0.5
288	0.40509178743961344	0.38106420606595687	0.3112372230173028	0.266763333382791	0.24206512386553242	0.2016560970074247	0.1414751109403529	0.134356861268543	0.10668165323636582	0.10012684925728402	0.08676308300848712	0.07421541105200283	0.07048643626904494	0.05799063845440655	0.05631461570883807	0.05073901636483098	0.04197569162392623	0.03451644276281958	0.03301226309921961	0.023935384914667082	0.026923076923076918	0.02137537254432498	0.019025670953888057	0.020252965339921866	0.0181626415104676	0.018248259797136363	0.018458937198067633	0.01446826732907853	0.016166462831038262	0.009127486850276463	0.009898922333704938	0.009225566703827572	0.009897435897435896	0.01300297287253809	0.012246005202526942	0.011459707850428595	0.010906746076282113	0.013345239787609207	0.011224823485693048	0.010339650687476774	0.00833519137866964	0.012892976588628766	0.010451876625789667	0.011466025204572038	0.009357612976424375	0.008562244518766257
289	0.4311494905610265	0.35674837576909363	0.2906153721452817	0.26746553138849605	0.22155310919847446	0.20480032390021694	0.17208691162936862	0.16724033379971515	0.12482202578409175	0.09582999508677945	0.12150080321318528	0.062182961350162984	0.08414306949089559	0.060324574333036535	0.05701644904825529	0.04136417688591602	0.041508797657615865	0.031609619044401654	0.023694582239081805	0.03002645657037252	0.027147227023211856	0.021345968041620218	0.015677071720549978	0.020618999358129792	0.01546752411094401	0.01558309453086226	0.008787811222593832	0.013911591958280022	0.01302829715756474	0.015472011080706734	0.01268529216355303	0.009905239687848384	0.011134195765651849	0.014345224823485695	0.010007803790412488	0.012568561872909698	0.007448160535117056	0.011350826393721055	0.009028053754636771	0.012793791883958211	0.006675956893348198	0.018914529914529916	0.01490486807878112	0.012226681531029356	0.008681191842557468	0.008231884057971013
290	0.43227721537613584	0.33963582311408397	0.31299773293528765	0.2524289822473852	0.21803210303297846	0.18813872455434563	0.13654849498327756	0.144559820330757	0.12135523831613705	0.10596356984130548	0.07866277848857364	0.08528280790239745	0.06811382095264985	0.05715760963090989	0.05105016722408027	0.046408774995731504	0.04495585583563408	0.033602096473704296	0.03660297512471425	0.031136051316967565	0.017222222222222226	0.030811965811965814	0.026945204553900204	0.021166351928826394	0.015445930880713492	0.014259869462962548	0.013349684132292828	0.011230026012634706	0.013345252257712135	0.015031282500205755	0.017701622859195087	0.009120772946859904	0.014465626161278337	0.01745633593459681	0.015807940462740578	0.01133816425120773	0.008667409884801188	0.009004459308807135	0.010465661077566532	0.013118914901523594	0.010565975573562385	0.013908237500592334	0.010228167967298401	0.013454106280193235	0.010339650687476774	0.014562987736900781
291	0.39132035445020563	0.36185432924563365	0.30729753914988817	0.2663699704957365	0.2494522706810422	0.20365713316437947	0.14296395392047564	0.14943367775757618	0.1212783642096452	0.1158274568540107	0.07895513007564366	0.07049542970727682	0.0682991452991453	0.05920294593711576	0.05739464882943143	0.05777491214812487	0.05261129691564475	0.03639881883185063	0.025921590486807877	0.025702026890529955	0.02894240059457451	0.024922333704942404	0.02213415087328131	0.022013377926421402	0.018488489301445244	0.018913876783441995	0.01645971533249035	0.014923513376679411	0.0167900408769974	0.01412040133779264	0.013576011512399023	0.008008926099676026	0.011676328502415458	0.01257198142705389	0.010684905439209497	0.008349329981369665	0.007013749535488664	0.008778520995912302	0.017468599033816423	0.009565589000371612	0.011121516164994426	0.014798989422858698	0.01703202571834028	0.007670382757339278	0.011562244518766258	0.015345968041620216
292	0.41177777777777774	0.34197613330625687	0.2707111849341205	0.23834398030721346	0.21110711818415345	0.2062577021590736	0.16264168627936745	0.12350501672240806	0.13059605275644573	0.11187108158190738	0.08647711225972095	0.06614790040876999	0.07400336324974009	0.07062364730558486	0.03779450018580453	0.05076994234605363	0.041594636858132625	0.038063828581146195	0.03414317673378076	0.0315856758421684	0.03048197696023783	0.021904496469713864	0.019587633950633662	0.013672984020810108	0.012804676268444387	0.009785581568190264	0.018699415650976783	0.011800854950256758	0.013901151988108507	0.009903381642512078	0.012236380777086935	0.011563002701024295	0.01445150501672241	0.012444444444444444	0.011461939998852753	0.01402271803351465	0.012350821405679887	0.0122438581279161	0.01234373838721665	0.007580505737494358	0.009234485321441843	0.012899665551839462	0.014670382757339277	0.006672240802675584	0.007337421033073207	0.009900408769973989
293	0.4540712512249228	0.3257179487179487	0.31472222926342164	0.25696959844328776	0.22493174407287822	0.18960401863300413	0.15996136437134395	0.12480654630523323	0.09925040964288118	0.09059283196239719	0.08652471200297288	0.08853363062058713	0.07033669633115211	0.04836826458565589	0.04879598662207358	0.04202532428502666	0.04163778341426431	0.03427914824208958	0.03828038326092991	0.027146154972241935	0.024467878261867176	0.025814217912554647	0.02302266815310293	0.018806057603159055	0.01750498881633986	0.021929401759282117	0.01824266072092159	0.018581568190263846	0.012921697981614329	0.012907097733184691	0.01312971650468003	0.014135637309550354	0.008462364259465708	0.009356834791617398	0.011228923655535851	0.008232657204352562	0.00912638199915702	0.010568589307136141	0.011013769487653351	0.013911968555388456	0.009782608695652175	0.01379041248606466	0.010567075436640655	0.007562252000828015	0.014000743218134524	0.010684907933230079
294	0.43584057971014506	0.3892209938037193	0.3249116423425342	0.26556630763099004	0.2576957020543248	0.197398364920104	0.1352772053496691	0.13688350180442385	0.1243519137866964	0.11690307360983396	0.0961086270666078	0.07897745904194692	0.06146859903381643	0.04924690700510173	0.029566332218506138	0.041702755144540964	0.044911453259279345	0.03873590317214479	0.023904868078781123	0.03459234485321442	0.028687105165366045	0.024799702712746192	0.019260944385834963	0.01745559271646228	0.013471215261410771	0.016466020216530868	0.01279826116884769	0.010895622895622896	0.014134924019662858	0.015014884314855136	0.014792664586653497	0.010459680416202153	0.010008547008547008	0.008680800281325524	0.009790412486064657	0.00968644195742727	0.010131946159083598	0.007779264214046822	0.015557413600891863	0.010682645856558898	0.014699076464177138	0.011349699096416341	0.0172408350978529	0.010672984020810107	0.013131225387134345	0.015236373295025175
295	0.41541027636242117	0.3345191643952951	0.31555843614933204	0.23560953613711125	0.21191192865105907	0.19355295429208477	0.15337698368162334	0.13807930736060298	0.12392104429629965	0.11283023622736271	0.09182503946787576	0.09430974239261371	0.07222838245306877	0.060061127109371434	0.0376338411990586	0.04775199459296338	0.03936719963886583	0.041616202654136715	0.024029763641669095	0.02526124117428465	0.020354165887285235	0.021139759925578424	0.015473841465087453	0.019139034165588	0.016130452240752796	0.0120115198810851	0.02258156819026384	0.011800915134248467	0.013014121144555928	0.008344878154624286	0.009333704942400595	0.009455241059559702	0.01157304612192269	0.014684536324162818	0.014153998692175911	0.010345616384717638	0.005891118543292454	0.009671869193608322	0.008120416301916154	0.009784838350055744	0.010795986622073579	0.010686015278370105	0.012674470457079154	0.015014492753623187	0.00978186547751765	0.010896692679301377
296	0.43842614244510947	0.3403860843627403	0.3102006688963212	0.2584426493038496	0.21765993265993264	0.1950520009338218	0.16488331475287996	0.14032347696397887	0.10902452619843925	0.09577941634930257	0.07639613526570051	0.08913949306537579	0.0662148484614198	0.05334065518597131	0.05554801758055332	0.05448318157218069	0.035942962353817325	0.036369025261934515	0.025155085682077225	0.0221345698687397	0.02684154285554928	0.01803121516164994	0.018787068004459305	0.013712481824824981	0.018937699768844594	0.01503352213069167	0.012452991452991452	0.01626513486945352	0.011345968041620212	0.01982985292760607	0.010456350898720318	0.010122259383128947	0.010343755845360746	0.009462653288740241	0.009346002957908415	0.009228539576365663	0.012235991709875573	0.007676700111482718	0.010349324993328492	0.008787811222593832	0.01180124900550929	0.013232627276105533	0.009125237243708208	0.007905267122074825	0.011907890831730923	0.017149808334517996
297	0.41521739130434787	0.34206030541776095	0.3010958751393534	0.25391751722215683	0.20514734673619994	0.16581221521402437	0.1354998885122414	0.14905648457822368	0.11226105412274075	0.0887525466477903	0.09866461658174526	0.08263141368568856	0.06263367326833916	0.05742834138486312	0.043586853019884825	0.04409871084075927	0.045373095503530296	0.02971981424534679	0.029714232627276106	0.02072227664981288	0.02636424173045124	0.02245485199234835	0.01670286289126869	0.021566716297676328	0.019027938018600404	0.01578447921109141	0.00967337308802147	0.007455615162647551	0.017256636234897108	0.01089892233370494	0.009350823899700466	0.011341880341880337	0.0065589000371609075	0.011114455592716461	0.009894463024897807	0.006671505066602819	0.011335934596804162	0.007669639539204757	0.013232637252187882	0.007779635823114082	0.011574163443145057	0.011232998885172799	0.009445187662578965	0.011453363062058713	0.014679301374953548	0.014457079152731324
