	C_score	pvals
Cnep1r1_1	0.12430858095115394	0.019801980198019802
Cnot10_4	0.04647286786077609	0.0049504950495049506
Cnot2_10	0.04090674122088955	0.08415841584158416
Cnot2_12	0.02596847725482343	0.6188118811881188
Cnot2_7	0.06902314291901512	0.1485148514851485
Cnot2_8	0.0056044292938809415	0.9158415841584159
Cnot2_nmdSE_1	0.032863020417380984	0.5148514851485149
Cnot7_1	0.11331173797530925	0.0297029702970297
Cnpy3_3	0.05188441190288662	0.3712871287128713
Coasy_1	0.033720502695699595	0.32673267326732675
Commd6_1	0.06735820081677613	0.19801980198019803
Commd8_nmdSE_1	0.06959756871785883	0.15346534653465346
Comt_1	0.026440123822620176	0.4306930693069307
Coq2_1	0.03706677494325916	0.0049504950495049506
Crcp_1	0.13311120565686385	0.019801980198019802
Csde1_6	0.03638595288614821	0.009900990099009901
Csnk1a1_3	0.015342475821322421	0.7277227722772277
Csnk1d_2	0.027299666692126467	0.10396039603960396
Ctbp1_1	0.0836129887870094	0.019801980198019802
Ctc1_8	0.037729357539180275	0.5396039603960396
Ctnnd1_3	0.026887390200382888	0.2623762376237624
Ctsa_4	0.06740290527728754	0.06435643564356436
Ctsa_6	0.06959565478430474	0.04455445544554455
Cuedc2_1	0.021517957209462812	0.13366336633663367
Cuta_1	0.02413704875198186	0.07920792079207921
D230025D16Rik_2	0.06311203956489553	0.31683168316831684
Dalrd3_1	0.06850399101452775	0.15841584158415842
Dap3_1	0.002590143582461124	0.9653465346534653
Dap3_15	0.0063276832585769105	0.806930693069307
Dbr1_3	0.02144670823156436	0.6732673267326733
Deaf1_4	0.059709852497676574	0.07425742574257425
Desi1_2	0.04094264340747111	0.4306930693069307
Dguok_2	0.019883442874743307	0.13861386138613863
Dhx9_nmdSE_1	0.015405695133519859	0.7970297029702971
Dkc1_1	0.04567528288569922	0.29207920792079206
Dmtf1_2	0.13647752408095215	0.019801980198019802
Dmtf1_4	0.013648016738719293	0.4603960396039604
Dnaja3_2	0.04223536106004666	0.07425742574257425
Dnajc5_nmdSE_1	0.016910299377088545	0.22772277227722773
Dnm1l_2	0.022827802067519443	0.07425742574257425
Dnmt3b_1	0.020206381810032314	0.4504950495049505
Dpagt1_1	0.04740049324138007	0.3415841584158416
Dph3_1	0.05852127911169247	0.039603960396039604
Dph3_2	0.04006397757291458	0.034653465346534656
Dscc1_1	0.015069483486472413	0.7128712871287128
Dusp6_1	0.0604867979870064	0.3118811881188119
Ech1_1	0.1027053654619382	0.01485148514851485
Ecsit_1	0.05695484037935172	0.0297029702970297
Ecsit_2	0.004115151771878489	0.8564356435643564
Edc3_1	0.0070756480306998215	0.8564356435643564
Eef1d_3	0.09984983045238871	0.0049504950495049506
Efna3_1	0.09205584355909857	0.0891089108910891
Egfl7_5	0.060086536777876676	0.16831683168316833
Ehmt1_4	0.014681980172626563	0.7871287128712872
Eif4a2_1	0.1142524949814886	0.0049504950495049506
Eif4e2_1	0.04718012569739316	0.0049504950495049506
Eif4g2_1	0.14363239076428835	0.0297029702970297
Eif4h_1	0.100217566832425	0.0049504950495049506
Eif5a_3	0.03226347877989755	0.3118811881188119
Eif5a_4	0.13702334365362234	0.0049504950495049506
Eif5a_6	0.028350384340748325	0.3712871287128713
Emc10_3	0.06383059520909007	0.0049504950495049506
Ep400_4	0.04624320570130236	0.3811881188118812
Ercc8_5	0.015663050587555127	0.5346534653465347
Ergic1_2	0.07133118955887252	0.18811881188118812
Ergic2_2	0.02339783730573175	0.43564356435643564
Erh_1	0.10861448754203396	0.0049504950495049506
Eri3_6	0.0031613123187650416	0.9356435643564357
Ewsr1_1	0.026387372550049193	0.4405940594059406
Ext2_4	0.003579910453769264	0.8910891089108911
Ezh2_3	0.010114967616566717	0.504950495049505
Faf2_1	0.04729514475599139	0.35148514851485146
Faf2_4	0.00811422428516062	0.8366336633663366
Faim_1	0.04966532244497324	0.1782178217821782
Fam118b_1	0.02777717228142751	0.1782178217821782
Fam118b_4	0.06414572058597168	0.21782178217821782
Fam220a_1	0.04448168466904534	0.009900990099009901
Fam49b_5	0.04601481823264453	0.15841584158415842
Fam53a_nmdSE_1	0.0014153960705783897	0.9653465346534653
Fam96a_1	0.10807934744194614	0.024752475247524754
Fance_1	0.051671542488503475	0.3465346534653465
Fance_2	0.007046332617764439	0.7524752475247525
Fbxl5_1	0.08565705432366011	0.10891089108910891
Fbxw5_6	0.016443767360007078	0.6188118811881188
Fgfr1op2_2	0.07764754736958301	0.01485148514851485
Fgfr1op_1	0.04721545810102967	0.3316831683168317
Fhl1_1	0.061292000880938	0.0049504950495049506
Fhl1_3	0.0686177239466037	0.019801980198019802
Fip1l1_1	0.013917235011954632	0.4801980198019802
Fip1l1_2	0.04030637104305812	0.13861386138613863
Fip1l1_6	0.03800772475844083	0.0049504950495049506
Fn1_1	0.027030278867278712	0.6336633663366337
Fntb_1	0.04163622594492944	0.3811881188118812
Fopnl_2	0.0836810121891558	0.0891089108910891
Fopnl_3	0.030335092824743448	0.5
Fopnl_8	0.009559332985868751	0.8663366336633663
Fubp1_1	0.06703857778391664	0.08415841584158416
Fxr1_1	0.038378450505225814	0.0049504950495049506
G2e3_1	0.0024564024713477073	0.9603960396039604
G3bp2_1	0.035292856139855444	0.16831683168316833
Gabpb1_1	0.04412052754417439	0.23267326732673269
Ganab_2	0.06053857407794916	0.0049504950495049506
Gas5_4	0.06449410112964571	0.0049504950495049506
Gfm2_nmdSE_1	0.04079837652366558	0.5495049504950495
Gm20498_1	0.07474203826910719	0.039603960396039604
Gm20716_1	0.026306818497069284	0.5396039603960396
Gm28036_1	0.01951622793915253	0.1188118811881188
Gm28036_13	0.031138102944333057	0.09900990099009901
Gm28036_3	0.027398996620259464	0.18316831683168316
Gm28036_9	0.027494766112370117	0.24257425742574257
Gm37988_1	0.020809675454389165	0.6336633663366337
Gnas_1	0.04126027563933343	0.11386138613861387
Gnas_8	0.08897238606898838	0.024752475247524754
Gnb1_3	0.021311695485623616	0.08415841584158416
Gosr2_1	0.019410718412969485	0.5198019801980198
Gpatch4_2	0.0019824706089672794	0.9702970297029703
Gpbp1_1	0.036492832244118034	0.009900990099009901
Gpbp1_4	0.04597066339136324	0.3910891089108911
Gpx8_1	0.019886057097554866	0.4900990099009901
Gtf2h1_1	0.015373536041922486	0.6336633663366337
Gtf2i_13	0.005915214951245473	0.7871287128712872
Gtf2i_2	0.02656553648030291	0.6683168316831684
Gtf2ird1_4	0.0482496609632066	0.024752475247524754
Gtf2ird1_7	0.007159589452506054	0.8811881188118812
Gtf3c2_1	0.005136420381608997	0.8316831683168316
Guf1_2	0.013692470792240452	0.5495049504950495
Gusb_3	0.04894524336661443	0.0594059405940594
H2afv_2	0.041349241454566976	0.2524752475247525
Haus8_4	0.05884681691628202	0.08415841584158416
Hcfc1r1_2	0.05229204774654994	0.26732673267326734
Hjurp_1	0.016595188679106032	0.5841584158415841
Hnrnpa2b1_1	0.18607861527584035	0.0049504950495049506
Hnrnpa2b1_2	0.024851283301981053	0.0891089108910891
Hnrnpa2b1_4	0.12864851855153814	0.0049504950495049506
Hnrnpab_1	0.131645501413162	0.0049504950495049506
Hnrnpc_1	0.10760528435924932	0.0049504950495049506
Hnrnpd_3	0.022144943757495317	0.19801980198019803
Hnrnpd_6	0.008279444314204576	0.7079207920792079
Hnrnpdl_nmdSE_1	0.08428079206717931	0.01485148514851485
Hnrnpf_5	0.024305393886251525	0.19306930693069307
Hnrnph1_1	0.19489571923088522	0.009900990099009901
Hnrnph1_5	0.036420770870480346	0.19801980198019803
Hnrnpk_1	0.015618285346949978	0.4801980198019802
Hnrnpr_1	0.030944840802045515	0.0297029702970297
Hnrnpr_2	0.03332047155691853	0.019801980198019802
Htra2_3	0.022787808243881047	0.6534653465346535
Idh3b_1	0.02602059412957969	0.5
Idh3g_1	0.07037985592995666	0.0049504950495049506
Ifnar2_1	0.035443446141617874	0.46534653465346537
Ift20_1	0.032340392260638784	0.019801980198019802
Ift57_2	0.01572757371843092	0.7574257425742574
Immt_1	0.036465087103657035	0.0049504950495049506
Immt_2	0.025921398156061426	0.6188118811881188
Immt_3	0.03925815872473615	0.42574257425742573
Inip_1	0.005503728059597646	0.8118811881188119
Ino80e_1	0.03244186462739651	0.12376237623762376
Iqcb1_1	0.032230584845145405	0.6138613861386139
Isca2_1	0.03082395423010076	0.24752475247524752
Ist1_2	0.033700614087796454	0.5445544554455446
Itgb3bp_4	0.021416031967080862	0.12871287128712872
Itgb3bp_9	0.002247086908687357	0.9653465346534653
Jmjd7_1	0.042361599448272225	0.3316831683168317
Kars_1	0.0454511588739418	0.0594059405940594
Kars_2	0.015231095519548266	0.7524752475247525
Kat7_1	0.040844150404735435	0.04950495049504951
Kat7_2	0.019423985568275848	0.2871287128712871
Kctd20_2	0.016557477856427916	0.3316831683168317
Khk_1	0.009428723733095556	0.698019801980198
Klhdc3_1	0.04454213946860697	0.4405940594059406
Klhdc4_3	0.12925492555303675	0.0049504950495049506
Kras_1	0.05986683946374238	0.24752475247524752
Ktn1_15	0.015138891257469478	0.3316831683168317
Ktn1_3	0.01387824118186387	0.49504950495049505
Ktn1_7	0.015648291861793062	0.3118811881188119
Ktn1_9	0.024589407103350114	0.15346534653465346
Ldhb_1	0.07667382824982338	0.009900990099009901
Lef1_1	0.04243638695688856	0.009900990099009901
Lman2l_2	0.054745398300539594	0.22277227722772278
Lrr1_1	0.016689289702267684	0.20297029702970298
Lrrfip2_6	0.03845857237402761	0.0049504950495049506
Lsm14a_1	0.1604425689589225	0.0049504950495049506
Lsm6_2	0.05961796080094073	0.0049504950495049506
Lsr_5	0.036578151404348724	0.039603960396039604
Lta4h_2	0.05722674216498225	0.01485148514851485
Luc7l_nmdSE_1	0.03804867451127658	0.1485148514851485
Luzp1_1	0.02235618548161189	0.10891089108910891
Lyar_2	0.03945697188388941	0.1485148514851485
Lyar_4	0.07504743581072193	0.0049504950495049506
Lyar_5	0.05817667171639096	0.06930693069306931
Lyplal1_2	0.03180742395612046	0.35148514851485146
Lztfl1_5	0.028573867616951354	0.4158415841584158
Lztfl1_6	0.03868330964490563	0.3217821782178218
Maf1_1	0.035703513736596304	0.3613861386138614
Malsu1_1	0.011811144510996852	0.7574257425742574
Map2k3_1	0.01856492093236417	0.7475247524752475
March7_3	0.10471605947115781	0.0049504950495049506
March7_4	0.009006893244940861	0.8564356435643564
Maz_1	0.05234818653340456	0.024752475247524754
Maz_3	0.060099416442720544	0.20297029702970298
Mcee_1	0.16126818631561413	0.0049504950495049506
Mcee_2	0.12302138760539627	0.0049504950495049506
Mcfd2_2	0.034240559945673876	0.054455445544554455
Mcfd2_4	0.09998611729890416	0.08415841584158416
Meaf6_nmdSE_1	0.04404420738724335	0.06435643564356436
Med21_2	0.022303352251425435	0.5891089108910891
Med7_3	0.053996714792349576	0.16831683168316833
Memo1_1	0.005080480249613606	0.905940594059406
Mest_1	0.06455113838138948	0.16831683168316833
Mettl16_nmdSE_1	0.002318432225474898	0.9356435643564357
Mettl5_1	0.02987927822809011	0.5544554455445545
Mettl6_1	0.004740513365367183	0.9108910891089109
Mff_3	0.025710377691335773	0.22772277227722773
Mff_4	0.02706519603808144	0.5693069306930693
Mfge8_1	0.08970086000795008	0.009900990099009901
Miip_1	0.06449196998502638	0.034653465346534656
Mis18bp1_2	0.029931999454148484	0.18316831683168316
Mllt10_1	0.033786470548533565	0.42574257425742573
Mllt10_11	0.00846129520684924	0.8168316831683168
Mllt10_3	0.029281479416512712	0.024752475247524754
Mlx_1	0.051168202594842116	0.29207920792079206
Mmadhc_1	0.03706431531944898	0.30198019801980197
Mocs2_4	0.027121400413852914	0.2079207920792079
Mpnd_3	0.07656015433761953	0.1485148514851485
Mpzl1_1	0.011885300038795843	0.39603960396039606
Mrpl14_2	0.10621561907469335	0.01485148514851485
Mrpl24_1	0.03853557812906261	0.0049504950495049506
Mrpl30_3	0.06718232029893134	0.0049504950495049506
Mrpl55_1	0.03234654155743244	0.5
Mrpl55_6	0.03238350572640536	0.4900990099009901
Mrpl55_7	0.018084766936864116	0.599009900990099
Mrpl55_8	0.08256824808757146	0.0049504950495049506
Mrps10_1	0.0029194675294419437	0.9752475247524752
Mrps18b_1	0.17059211361959703	0.0049504950495049506
Mtch2_1	0.07117005454686565	0.054455445544554455
Mtch2_2	0.04553762353127022	0.07425742574257425
Mtdh_2	0.04802706058138895	0.1782178217821782
Mtf2_2	0.028255454735342078	0.07425742574257425
Mtf2_3	0.01591913209395912	0.3712871287128713
Mtf2_6	0.02993353463779902	0.08415841584158416
Mtf2_7	0.036916807350433234	0.024752475247524754
Mtif2_3	0.020645859635366137	0.7722772277227723
Mtmr14_5	0.02929080322408284	0.01485148514851485
Mtmr14_8	0.029637311943276567	0.0594059405940594
Mtmr2_1	0.026719701074545243	0.04950495049504951
Mtmr2_2	0.02726236491825662	0.12871287128712872
Mtrf1l_1	0.011880317964660936	0.8415841584158416
Mutyh_5	0.06935509478885094	0.14356435643564355
Myef2_9	0.011564702081823364	0.4752475247524752
N4bp2l2_3	0.027390975028625197	0.6386138613861386
N4bp2l2_5	0.022893857938238726	0.7277227722772277
N6amt1_1	0.02726255864887328	0.3613861386138614
Naa16_2	0.0816399265574832	0.17326732673267325
Naa16_nmdSE_1	0.018986370054928092	0.35148514851485146
Naa25_nmdSE_1	0.08053003131212133	0.039603960396039604
Naa60_3	0.10554322777877412	0.04455445544554455
Naa60_nmdSE_1	0.06948543684444952	0.2376237623762376
Naa60_nmdSE_2	0.105245801686913	0.0297029702970297
Nadk2_1	0.02438204855533721	0.29207920792079206
Nadk_7	0.08233508107624965	0.0297029702970297
Nap1l4_1	0.03351339534139519	0.019801980198019802
Narfl_2	0.1104271884108281	0.07920792079207921
Nasp_1	0.10508164565036326	0.0049504950495049506
Ncor1_2	0.040306803000665026	0.019801980198019802
Ndrg3_1	0.04519018268957087	0.38613861386138615
Ndufa7_1	0.01205027073378151	0.698019801980198
Ndufaf6_1	0.031209756886309226	0.1485148514851485
Ndufaf6_4	0.027534268195024914	0.5396039603960396
Ndufs1_5	0.024589287949967842	0.06435643564356436
Ndufs1_6	0.023261589172232644	0.054455445544554455
Ndufs7_2	0.0642546598309458	0.14356435643564355
Ndufs7_3	0.02764023944575733	0.3465346534653465
Necap2_3	0.06579568544785874	0.08415841584158416
Nf2_3	0.05120702803941224	0.22277227722772278
Nfyc_3	0.006721725146217383	0.8613861386138614
Nhej1_1	0.05424731885544798	0.3217821782178218
Nipa2_3	0.061915069995695404	0.2871287128712871
Nipsnap3b_2	0.09048377513077144	0.09405940594059406
Nktr_5	0.020402288693509796	0.7326732673267327
Nme6_3	0.021311904160575823	0.6584158415841584
Nme6_4	0.029401589641513737	0.1485148514851485
Nnat_1	0.10217017973543774	0.0049504950495049506
Nnat_2	0.09173073972780055	0.024752475247524754
Nnat_3	0.0991991977569	0.0049504950495049506
Nol12_2	0.1350508726180094	0.01485148514851485
Nol9_2	0.09028335788657826	0.07425742574257425
Nop58_14	0.12505600296569197	0.009900990099009901
Nop58_4	0.11950268922530494	0.009900990099009901
Nqo2_6	0.03878014765401483	0.49504950495049505
Nr2c2ap_1	0.07013439242903441	0.01485148514851485
Nras_3	0.010941732717859809	0.8366336633663366
Nrf1_5	0.03959676994358485	0.01485148514851485
Nsfl1c_2	0.04050556727287058	0.0049504950495049506
Nt5c3_2	0.029849412295706812	0.42574257425742573
Ntan1_12	0.04544950708883788	0.07920792079207921
Nudt14_1	0.021972470560578383	0.5594059405940595
Nudt1_1	0.049375009277392135	0.2079207920792079
Nudt5_4	0.14358465571578538	0.009900990099009901
Nudt5_5	0.043107259510567375	0.5
Nuf2_1	0.02962573192288387	0.21287128712871287
Nxt1_1	0.03821109323191496	0.3217821782178218
Oaz2_1	0.03620181209564477	0.3415841584158416
Ociad1_1	0.0447673180108612	0.0594059405940594
Odf2_1	0.027368118873035807	0.2079207920792079
Odf2_2	0.018178928423620233	0.2722772277227723
Opa1_1	0.008521344708744327	0.7227722772277227
Orc1_2	0.08769696012087902	0.18811881188118812
Orc6_2	0.023524376473486153	0.6188118811881188
Orc6_5	0.06588376961826747	0.14356435643564355
Osgepl1_3	0.004000189776465768	0.9356435643564357
Osgepl1_4	0.01109350736202619	0.7970297029702971
Pabpc4_2	0.0033528656189565353	0.8811881188118812
Papola_6	0.03561081247868103	0.33663366336633666
Patz1_3	0.028202429570809873	0.35148514851485146
Pbrm1_11	0.031319766380238034	0.04455445544554455
Pcbp2_2	0.027674432815999683	0.3564356435643564
Pcbp2_7	0.007976035544235427	0.5792079207920792
Pdcd2l_1	0.028484287050861146	0.40594059405940597
Pde6d_1	0.040735808653404204	0.5099009900990099
Pdss1_2	0.0005396607229792849	0.9900990099009901
Pdxdc1_1	0.001929186615448275	0.9851485148514851
Pex2_1	0.0369311165985291	0.009900990099009901
Pex2_2	0.030630808284815236	0.3564356435643564
Pex2_3	0.03423432914862623	0.4158415841584158
Pgap2_6	0.015596409379143084	0.594059405940594
Pgap2_nmdSE_2	0.008114749263707699	0.8663366336633663
Phip_nmdSE_1	0.03691610199470641	0.3069306930693069
Pigq_1	0.009012124177027792	0.7871287128712872
Pigx_6	0.08030874366863527	0.024752475247524754
Pigx_nmdSE_1	0.04582130217239255	0.06435643564356436
Pip5k1a_1	0.05002618585421559	0.4603960396039604
Pitpnb_1	0.03285586318597433	0.1485148514851485
Pkig_1	0.018404400151520228	0.21287128712871287
Pkig_2	0.03390177948130202	0.39603960396039606
Pkm_1	0.03266224803384732	0.27722772277227725
Plekhj1_2	0.028167712461994787	0.16336633663366337
Plpp2_1	0.052232373436208235	0.29207920792079206
Plpp2_3	0.056260033897129635	0.29207920792079206
Pmf1_1	0.12672292043621625	0.0049504950495049506
Poldip3_1	0.06549481048240113	0.0049504950495049506
Pop5_1	0.06541433679530673	0.08415841584158416
Pot1a_1	0.010184406276935176	0.806930693069307
Pot1a_5	0.024877407348105396	0.3613861386138614
Pou2f1_2	0.045895823941352054	0.009900990099009901
Pphln1_6	0.03242642136911145	0.024752475247524754
Ppif_2	0.08032471935959873	0.054455445544554455
Ppig_1	0.05936504567451906	0.13861386138613863
Ppig_2	0.03928388208875577	0.18316831683168316
Ppil3_1	0.08893779787460021	0.06435643564356436
Ppp1r12a_1	0.060960950249404955	0.039603960396039604
Ppp1r16a_5	0.1386179265820514	0.01485148514851485
Ppp6r3_7	0.03049744326459325	0.44554455445544555
Preb_5	0.05564924621715506	0.15841584158415842
Prkab1_1	0.0003101146012289835	0.9900990099009901
Prmt1_6	0.012040808382669188	0.8415841584158416
Prpf39_2	0.025949230325562844	0.3910891089108911
Prpf39_nmdSE_1	0.018885759955886372	0.3564356435643564
Prpf3_nmdSE_1	0.05738519484797289	0.18316831683168316
Prpsap2_6	0.00802996725566052	0.7524752475247525
Prr3_2	0.07496455634188481	0.25742574257425743
Psmg4_1	0.026448237670520403	0.21287128712871287
Pstk_1	0.024003677737839624	0.04455445544554455
Ptbp1_6	0.10040153795527895	0.0049504950495049506
Ptcd3_9	0.05100669185250606	0.18316831683168316
Ptma_2	0.023901492805948332	0.1782178217821782
Ptpn1_2	0.07050818232421341	0.21287128712871287
Puf60_1	0.03222745112990366	0.024752475247524754
Pum1_2	0.11313439932907166	0.04950495049504951
Pum1_5	0.02408613934746706	0.5
Qrich1_2	0.02915529332853506	0.09900990099009901
Qrich1_8	0.027584027978687864	0.1188118811881188
R3hdm1_5	0.01678624270703155	0.7277227722772277
Rab28_1	0.13078077907905328	0.04455445544554455
Rabggtb_nmdSE_1	0.01695436475914336	0.26732673267326734
Racgap1_1	0.007525638469267459	0.7475247524752475
Racgap1_3	0.03391967736962265	0.42574257425742573
Rad18_1	0.011478829614622432	0.8465346534653465
Rad18_2	0.03804673524276603	0.009900990099009901
Rad54l_4	0.021666770801120894	0.7326732673267327
Ralgps2_5	0.05685193332028293	0.21782178217821782
Ralgps2_nmdSE_1	0.06397196751413281	0.07920792079207921
Raly_6	0.05825504589799313	0.0049504950495049506
Rbm10_4	0.02031498839892132	0.3465346534653465
Rbm25_10	0.006828555083355448	0.8910891089108911
Rbm25_2	0.029401165839266663	0.31683168316831684
Rbm25_7	0.021475550362886286	0.12376237623762376
Rbm25_8	0.03739150229012156	0.1485148514851485
Rbm25_nmdSE_1	0.009414516071183598	0.8217821782178217
Rbm34_1	0.08151021876504672	0.009900990099009901
Rbm39_nmdSE_2	0.03490084752927014	0.19801980198019803
Rbm39_nmdSE_3	0.015223390631167177	0.693069306930693
Rbm4_1	0.019748166089060937	0.47029702970297027
Rbm5_1	0.01258406335161999	0.7574257425742574
Rbm5_2	0.014643547673449109	0.6435643564356436
Rbm5_3	0.06342885776081686	0.07920792079207921
Rbm6_1	0.024237491612428386	0.4603960396039604
